iter	RMSE
0	0.01399151023
1	0.01342132834
2	0.01284735451
3	0.01239055739
4	0.0119390661
5	0.01148222503
6	0.01108911874
7	0.01080835953
8	0.01043161281
9	0.01008101388
10	0.009796883874
11	0.009562837728
12	0.009321734463
13	0.009069016585
14	0.008798194782
15	0.008562555516
16	0.008284863688
17	0.008083515308
18	0.007908540797
19	0.007694276362
20	0.007490514827
21	0.007340657433
22	0.007198678975
23	0.007034662417
24	0.006902262963
25	0.006729454615
26	0.006613766552
27	0.006491781975
28	0.006367292885
29	0.006244454043
30	0.006101793773
31	0.005994355015
32	0.005909357286
33	0.005826361414
34	0.005676647404
35	0.005582888419
36	0.005442795725
37	0.005354967955
38	0.00527097465
39	0.005180175773
40	0.005086858382
41	0.005013965921
42	0.004938053283
43	0.00485459837
44	0.004780093846
45	0.004706251131
46	0.004640890923
47	0.004577903151
48	0.004517404464
49	0.004462610831
50	0.004382246573
51	0.004320033323
52	0.004255862291
53	0.004183731195
54	0.004125669638
55	0.004081039437
56	0.004031170944
57	0.00398037939
58	0.003928173581
59	0.003883397622
60	0.003831154278
61	0.003788955447
62	0.003727200024
63	0.003695619107
64	0.003657415977
65	0.003633964097
66	0.003599603373
67	0.003553748763
68	0.003501334686
69	0.00346174839
70	0.003419857466
71	0.003397830693
72	0.003360972319
73	0.003326147023
74	0.003300399126
75	0.00326586877
76	0.003236330319
77	0.0032058594
78	0.003174640848
79	0.003144343021
80	0.003109375577
81	0.003087096606
82	0.003065732492
83	0.003043007102
84	0.003012548039
85	0.002975265791
86	0.002949313365
87	0.002917956944
88	0.002897110064
89	0.002864361068
90	0.002846761029
91	0.002811921261
92	0.002798636811
93	0.002775699472
94	0.002749693648
95	0.002722172649
96	0.002704850354
97	0.002678575956
98	0.002661345349
99	0.002641444834
100	0.002628324936
101	0.002602549066
102	0.002586535652
103	0.002572335839
104	0.002543743249
105	0.002523720967
106	0.002504407476
107	0.002492155719
108	0.002466293984
109	0.002449901226
110	0.002428782379
111	0.002404016466
112	0.002384745537
113	0.002363407375
114	0.002352106941
115	0.002338667283
116	0.002328518946
117	0.002304064904
118	0.002285009808
119	0.002275181401
120	0.002256294622
121	0.00224679031
122	0.00223256471
123	0.00221058512
124	0.002190780504
125	0.002173116412
126	0.00215395247
127	0.002145691802
128	0.002130999126
129	0.002112238463
130	0.002098596228
131	0.002085364715
132	0.002069991104
133	0.002053387225
134	0.002043125774
135	0.002034632363
136	0.002027808695
137	0.002017265101
138	0.002005904534
139	0.001995864683
140	0.001988720322
141	0.001976032886
142	0.001962896074
143	0.001950431435
144	0.001942628131
145	0.001931602759
146	0.001920531142
147	0.001909804047
148	0.001900794381
149	0.001894926239
150	0.001889657158
151	0.001874399685
152	0.001862385738
153	0.001851535219
154	0.001840847498
155	0.001833979477
156	0.001828575754
157	0.001818238251
158	0.001808978734
159	0.001794875531
160	0.001781861768
161	0.001777636602
162	0.001766975268
163	0.001758261169
164	0.001750780671
165	0.001737546103
166	0.001730552907
167	0.001726651416
168	0.001716326096
169	0.001705607518
170	0.001700895503
171	0.001691090181
