iter	RMSE
0	0.006740252813
1	0.006276905282
2	0.005837289827
3	0.005465869959
4	0.005127232281
5	0.00476934387
6	0.004453914903
7	0.004295605802
8	0.004154403994
9	0.003984012479
10	0.003761550543
11	0.003558191016
12	0.003382972854
13	0.003254916366
14	0.003173259444
15	0.003105930158
16	0.00301875245
17	0.002944260185
18	0.002821571049
19	0.002784988738
20	0.002696257638
21	0.002607576825
22	0.002506514261
23	0.002440861063
24	0.002386696636
25	0.002334290151
26	0.002268218918
27	0.002228015046
28	0.002183607008
29	0.002109290659
30	0.002070431372
31	0.002051278657
32	0.001985652714
33	0.001943034044
34	0.001887591034
35	0.001849226302
36	0.001794419223
37	0.00175662489
38	0.00173645057
39	0.001706645526
40	0.001657936701
41	0.001627148585
42	0.001594012802
43	0.00155621691
44	0.001530128989
45	0.001513194347
46	0.001495222963
47	0.001469068602
48	0.001442585669
49	0.001417017564
50	0.001403442409
51	0.00139232919
52	0.001366735249
53	0.001345097032
54	0.001337469883
55	0.001315457858
56	0.001302663242
57	0.001286329365
58	0.001267865049
59	0.001262438047
60	0.001248441837
61	0.001236610863
62	0.001220544168
63	0.001203252013
64	0.001190010347
65	0.001172842992
66	0.001157293796
67	0.001148389172
68	0.001143780224
69	0.001128187103
70	0.00111589856
71	0.001108214551
72	0.001096255672
73	0.001092804177
74	0.001078822156
75	0.001070592354
76	0.001062969229
77	0.001053442395
78	0.001046228733
79	0.001035983949
80	0.001023797423
81	0.001007188247
82	0.0009942838715
83	0.0009898845224
84	0.0009816292248
85	0.0009750273066
86	0.0009716677387
87	0.0009641279548
88	0.0009556164449
89	0.0009497266968
90	0.0009420460307
91	0.0009389423281
92	0.0009356079679
93	0.0009283668444
94	0.0009195822901
95	0.0009138723374
96	0.0009084747029
97	0.0009033228182
98	0.0008957911639
99	0.0008900707861
100	0.0008834988345
101	0.0008719955576
102	0.0008599536923
103	0.0008538202189
104	0.0008496740169
105	0.0008439771983
106	0.0008369469644
107	0.0008298527712
108	0.0008267975467
109	0.000822490115
110	0.0008176563845
111	0.0008146158239
112	0.0008127176723
113	0.000806472045
114	0.0008044847322
115	0.0008006484845
116	0.0007937747055
117	0.0007886437331
118	0.0007846910245
119	0.0007828697079
120	0.0007813368545
121	0.0007771947432
122	0.0007703865995
123	0.000768553005
124	0.0007638160172
125	0.0007586730058
126	0.0007497448889
127	0.0007481424263
128	0.0007424184955
129	0.0007380107912
130	0.0007332758413
131	0.000729674687
132	0.0007225998619
133	0.0007200072891
134	0.0007133575135
135	0.0007102334271
136	0.0007063679324
137	0.0007031110652
138	0.0007006501379
139	0.0006986252383
140	0.0006921715211
141	0.0006889065094
142	0.0006836255345
143	0.0006824162102
144	0.0006810365029
145	0.0006774154446
146	0.0006747682886
147	0.0006716428186
148	0.000667393104
149	0.000662880421
150	0.000661539824
151	0.0006592016425
152	0.0006566312856
153	0.0006525785354
154	0.0006514780263
155	0.0006502541224
156	0.0006478857414
157	0.0006451621492
